species name (Kudrna et al. 2011);full species name (Kudrna et al. 2011);Family;range.size;temp.mean;temp.ci.95.low;temp.ci.95.up;temp.min;temp.max;temp.sd;temp.median;range.ann.temp.mean;range.ann.temp.ci.95.low;range.ann.temp.ci.95.up;range.ann.temp.min;range.ann.temp.max.;range.ann.temp.sd;range.ann.temp.median;precip.mean;precip.ci.95.low;precip.ci.95.up;precip.min;precip.max;precip.sd;precip.median;range.ann.precip.mean;range.ann.precip.ci.95.low;range.ann.precip.ci.95.up;range.ann.precip.min;range.ann.precip.max;range.ann.precip.sd;range.ann.precip.median;gdd.feb.mean;gdd.feb.ci.95.low;gdd.feb.ci.95.up;gdd.feb.min;gdd.feb.max;gdd.feb.sd;gdd.feb.median;gdd.apr.mean;gdd.apr.ci.95.low;gdd.apr.ci.95.up;gdd.apr.min;gdd.apr.max;gdd.apr.sd;gdd.apr.median;gdd.june.mean;gdd.june.ci.95.low;gdd.june.ci.95.up;gdd.june.min;gdd.june.max;gdd.june.sd;gdd.june.median;gdd.aug.mean;gdd.aug.ci.95.low;gdd.aug.ci.95.up;gdd.aug.min;gdd.aug.max;gdd.aug.sd;gdd.aug.median;swc.mean;swc.ci.95.low;swc.ci.95.up;swc.min;swc.max;swc.sd;swc.median
Pyrgus andromedae;Pyrgus andromedae (Wallengren, 1853);Hesperiidae;83;4.42;3.49;5.35;-3.72;12.52;4.25;4.89;18.09;17.45;18.73;14.44;26.53;2.93;17.2;1071.98;1005.66;1138.31;471.88;1669.37;303.74;1077.52;72.01;66.86;77.17;24.47;118.59;23.6;71.22;17.7;11.93;23.48;0.78;125.17;26.44;7.76;84.45;62.87;106.02;1.8;389.38;98.81;49.86;399.42;337.84;460.99;84.53;1159.46;281.99;301.58;946.53;836.25;1056.82;324.99;2256.91;505.05;788.89;0.63;0.6;0.65;0.3;0.85;0.13;0.64
Pyrgus armoricanus;Pyrgus armoricanus (Oberthür, 1910);Hesperiidae;311;10.7;10.37;11.03;1.7;16.84;2.97;10.8;17.81;17.53;18.08;11.35;23.91;2.46;17.68;820.8;791.61;849.98;418.59;1782.31;261.56;764.11;66.13;62.41;69.86;16.83;205.57;33.38;58.05;74.98;67.37;82.58;0.78;318.55;68.19;47.73;301.23;282.77;319.69;7.36;776.02;165.45;283.99;946.97;912.2;981.74;149.95;1678.67;311.63;944.2;1860.47;1805.67;1915.26;460.19;2912.38;491.15;1886.1;0.43;0.41;0.44;0.21;0.82;0.13;0.42
Pyrgus bellieri;Pyrgus bellieri (Oberthür, 1910);Hesperiidae;29;10.96;10.02;11.9;3.25;14.45;2.46;11.02;16.7;16.37;17.04;14.98;18.39;0.88;16.88;900.14;850.09;950.18;646.73;1330.25;131.56;885.17;69.45;61.59;77.31;37.15;133.78;20.67;62.54;71.63;52.52;90.73;0.97;184.13;50.22;57.52;274.28;217.94;330.62;7.36;524.77;148.12;260.59;879.03;768.07;989.99;169.91;1330.53;291.72;887.57;1803.55;1634.32;1972.78;599.03;2461.66;444.91;1830.79;0.44;0.43;0.46;0.38;0.62;0.04;0.44
Pyrgus cacaliae;Pyrgus cacaliae (Rambur, 1840);Hesperiidae;55;5.84;5.03;6.64;0.85;13.43;3.12;5.67;17.04;16.58;17.49;14.44;22.85;1.76;16.43;1181.1;1118.2;1244.01;656.17;1637.5;243.52;1185.17;79.66;74.24;85.08;37.15;118.59;20.98;81.65;18.55;11.05;26.04;0.4;141.44;29.01;7.36;99.82;72.92;126.72;3.08;447.03;104.14;62.83;460.19;388.12;532.25;100.8;1159.46;278.95;423.28;1059.96;934.59;1185.34;372.71;2256.91;485.34;1017.26;0.63;0.6;0.66;0.32;0.84;0.13;0.66
Pyrgus carlinae;Pyrgus carlinae (Rambur, 1840);Hesperiidae;30;7.43;6.01;8.84;1.28;13.99;3.78;7.97;16.6;16.22;16.97;14.91;19.7;1.01;16.4;1120.8;1031.55;1210.04;727.12;1544;239.01;1049.92;68.86;61.64;76.07;41.16;111.1;19.32;65.69;34.72;18.52;50.91;0.4;174.51;43.38;20.54;147.33;94.47;200.19;3.08;510.59;141.56;124.81;566.97;440.53;693.42;100.8;1243.86;338.63;564.48;1264.46;1049.23;1479.69;408.98;2305.06;576.4;1322.57;0.54;0.5;0.59;0.4;0.79;0.13;0.48
Pyrgus carthami;Pyrgus carthami (Hübner, 1813);Hesperiidae;264;9.18;8.87;9.49;0.85;15.06;2.57;9.29;18.3;18.03;18.58;11.59;23.54;2.28;18;819.32;788.32;850.32;315.7;1782.31;255.79;739.58;56.95;54.26;59.64;16.83;119.78;22.18;53.16;44.05;39.2;48.9;0.78;191.35;40.02;32.1;221.99;208.09;235.9;5.38;623.72;114.74;205.54;801.58;770.63;832.53;111.96;1474.91;255.41;807.05;1629.86;1579.09;1680.64;372.71;2672.35;418.97;1640.91;0.43;0.42;0.45;0.15;0.84;0.13;0.42
Pyrgus centaureae;Pyrgus centaureae (Rambur, 1840);Hesperiidae;162;1.13;0.81;1.46;-3.23;4.66;2.09;1.58;24.16;23.68;24.64;15.59;29.55;3.08;24.37;617.98;597.52;638.43;418.38;1328.12;131.86;604.5;49.45;47.91;50.99;25.45;113.49;9.92;49.15;8.19;7.4;8.98;0.07;20.48;5.1;8;19.26;17.29;21.22;0.11;50.65;12.64;19.01;297.68;280.03;315.32;68.19;491.02;113.72;311.3;791.6;755;828.2;253.1;1175.8;235.88;827.79;0.52;0.5;0.53;0.38;0.84;0.08;0.5
Pyrgus cinarae;Pyrgus cinarae (Rambur, 1840);Hesperiidae;14;11.83;10.78;12.89;9.41;14.67;1.83;11.06;19.56;19.1;20.01;18.33;21.09;0.79;19.62;669.61;577.79;761.42;482.4;1070.01;159.02;637.63;61.56;44.8;78.33;31.41;132.2;29.03;55.55;58.99;37.81;80.17;19.42;118.6;36.68;43.53;301.52;234.71;368.32;142.88;476.13;115.71;250.76;1051.43;919.26;1183.59;730.9;1400.36;228.91;955.18;2084.09;1885.48;2282.69;1618.39;2612.26;343.98;1939.72;0.31;0.28;0.34;0.24;0.39;0.05;0.29
Pyrgus cirsii;Pyrgus cirsii (Rambur, 1840);Hesperiidae;94;10.26;9.8;10.73;3.25;14.2;2.27;10.26;16.56;16.26;16.87;11.59;20.7;1.51;16.67;830.37;791.52;869.22;427.56;1330.25;189.66;841.48;47.79;44.26;51.32;19;105.94;17.23;44.86;71.04;61.48;80.6;0.97;180.86;46.68;62.21;268.57;242.04;295.09;5.38;539.29;129.5;254.34;843.57;792.32;894.82;166.78;1330.53;250.24;825.87;1708.21;1628.83;1787.59;599.03;2519.71;387.57;1671.47;0.44;0.42;0.45;0.24;0.62;0.09;0.44
Pyrgus malvae;Pyrgus malvae (Linnaeus, 1758);Hesperiidae;959;8.74;8.53;8.96;-0.1;18.35;3.37;8.73;18.52;18.31;18.72;9.79;27.54;3.29;18.59;765.57;749.19;781.95;315.7;2507.04;258.51;696.19;57.87;56.11;59.63;16.83;205.57;27.78;51.62;52.7;48.72;56.67;0.19;424.67;62.73;30.01;217.13;206.49;227.77;0.77;1017.97;167.86;189.76;779.16;759.12;799.2;100.8;2004.92;316.31;747.31;1586.11;1554.59;1617.62;372.71;3353.42;497.31;1525.91;0.43;0.42;0.44;0.15;0.84;0.11;0.43
Pyrgus onopordi;Pyrgus onopordi (Rambur, 1840);Hesperiidae;105;11.61;10.88;12.33;0.85;18.41;3.73;12.29;16.39;16.03;16.75;9.98;21.36;1.85;16.31;885.91;832.75;939.08;407.97;1564.51;274.74;872.07;76.16;69.25;83.06;20;205.57;35.67;65.97;113.97;94.53;133.42;0.78;444.92;100.48;96.8;374.31;327.9;420.73;6.83;1087.91;239.85;356.25;1013.93;933.05;1094.81;111.96;2042.82;417.92;1026.81;1963.33;1840.41;2086.26;372.71;3353.42;635.19;2022.63;0.45;0.43;0.48;0.24;0.79;0.13;0.44
Pyrgus serratulae;Pyrgus serratulae (Rambur, 1840);Hesperiidae;318;9.19;8.88;9.51;0.85;15.91;2.85;9.34;18.04;17.81;18.27;12.54;23.91;2.1;17.84;834.94;806.57;863.32;407.97;1682.89;257.17;773.55;58.28;55.71;60.85;16.83;129.06;23.32;53.78;46.77;42.09;51.45;0.78;234.53;42.42;32.1;222.59;208.56;236.63;5.38;703.98;127.21;203.5;795.31;764.19;826.43;111.96;1576.57;282.06;793.98;1620.72;1569.35;1672.1;372.71;2824.22;465.67;1616.01;0.45;0.43;0.46;0.21;0.84;0.14;0.43
Pyrgus sidae;Pyrgus sidae (Esper, 1782);Hesperiidae;77;11.62;11.1;12.14;0.85;14.89;2.28;11.94;18.77;18.29;19.25;14.82;23.06;2.11;18.81;737.85;697.91;777.78;436.85;1185.61;175.96;715.34;66.32;59.82;72.82;25.22;133.78;28.63;65.41;69.14;58.07;80.2;1.35;177.52;48.75;54.94;313.19;285.59;340.79;6.83;536.93;121.6;308.85;1028.74;974.63;1082.85;111.96;1430.98;238.4;1057.06;2028.11;1942.65;2113.57;372.71;2598.43;376.53;2086.24;0.37;0.35;0.39;0.21;0.75;0.09;0.38
Pyrgus warrenensis;Pyrgus warrenensis (Verity, 1928);Hesperiidae;29;4.68;3.55;5.81;0.85;11.55;2.96;3.65;16.47;16.06;16.88;14.82;18.6;1.07;16.21;1224.15;1140.77;1307.54;874.25;1577.23;219.23;1212.41;84.7;78.89;90.51;52.52;118.59;15.27;86.26;10.64;5.19;16.09;0.78;52.33;14.34;3.99;63.78;35.25;92.3;6.83;281.66;75;29.6;354.02;267.36;440.68;111.96;957.5;227.82;242.68;873.28;712.84;1033.73;372.71;1934.32;421.8;678.18;0.67;0.62;0.72;0.4;0.84;0.13;0.72
Pyronia bathseba;Pyronia bathseba (Fabricius, 1793);Nymphalidae;104;13.54;12.98;14.09;4.49;18.35;2.84;13.61;15.89;15.5;16.29;9.98;19.17;2.03;16.08;712.27;667.23;757.31;363.52;1564.51;231.59;654.92;74.79;67.93;81.65;30.16;205.57;35.26;61.26;179.1;156.04;202.17;4.32;448.51;118.6;149;523.56;471.56;575.56;15.31;1064.24;267.39;482.3;1238.83;1159;1318.66;206.38;2008.44;410.51;1216.04;2296.78;2188.54;2405.02;710.79;3353.42;556.57;2275.34;0.37;0.35;0.39;0.22;0.61;0.09;0.36
Pyronia cecilia;Pyronia cecilia (Vallantin, 1894);Nymphalidae;219;14.06;13.74;14.39;4.49;18.41;2.48;14.43;15.82;15.55;16.09;9.5;21.36;2.03;16.01;756.21;724.11;788.31;371.92;1762.13;241.01;711.85;87.73;82.84;92.61;30.16;223.21;36.65;84.16;188.68;173.88;203.48;4.32;450.89;111.16;170.92;545.19;513.58;576.8;15.31;1087.91;237.35;524.04;1301.7;1254.87;1348.54;206.38;2042.82;351.67;1319.02;2386.31;2322.91;2449.72;710.79;3353.42;476.08;2441.36;0.4;0.38;0.41;0.22;0.71;0.09;0.39
Pyronia tithonus;Pyronia tithonus (Linnaeus, 1771);Nymphalidae;515;10.86;10.63;11.09;0.85;17.91;2.64;10.54;16.12;15.86;16.38;8.58;23.91;2.95;16.22;837.49;815.35;859.63;424.23;2507.04;255.73;780.06;60.38;57.5;63.26;16.83;223.21;33.27;51.35;89.31;82.59;96.03;0.78;448.51;77.59;65.24;315.95;300.42;331.49;5.38;1064.24;179.44;270.7;925.34;898.41;952.27;111.96;1967.07;311.1;874.73;1806.03;1764.39;1847.67;372.71;3159.29;481.01;1735.6;0.45;0.44;0.46;0.21;0.82;0.11;0.44
Satyrium acaciae;Satyrium acaciae (Fabricius, 1787);Lycaenidae;349;10.21;9.93;10.49;0.85;18.41;2.67;10.06;18.46;18.21;18.72;9.5;23.91;2.41;18.37;778.02;755.65;800.38;424.75;1682.89;212.43;733.87;59.75;57.25;62.25;16.83;162.53;23.74;55.22;60.54;53.58;67.5;0.97;450.89;66.14;37.17;273.33;256.81;289.84;5.38;1087.91;156.84;239.35;911.36;881.11;941.6;111.96;2042.82;287.27;881.83;1807.39;1760.58;1854.2;372.71;3309.74;444.62;1765.96;0.41;0.4;0.42;0.22;0.79;0.1;0.41
Satyrium esculi;Satyrium esculi (Hübner, 1804);Lycaenidae;106;13.33;12.76;13.89;4.49;17.93;2.95;13.56;15.8;15.39;16.21;9.98;19.33;2.13;16.11;725.56;679.2;771.92;339.32;1564.51;240.73;637.13;79.04;72.24;85.83;34.1;205.57;35.27;66.83;173.08;149.58;196.58;4.32;448.51;122.03;143.03;507.01;453.82;560.21;15.31;1064.24;276.22;476.29;1207.54;1125.14;1289.95;206.38;1967.07;427.9;1203.1;2250.06;2138;2362.11;710.79;3207.75;581.84;2263.11;0.37;0.35;0.39;0.21;0.61;0.09;0.35
Satyrium ilicis;Satyrium ilicis (Esper, 1779);Lycaenidae;586;10.21;9.97;10.44;1.7;18.17;2.91;9.75;17.86;17.65;18.08;9.98;23.91;2.65;17.71;772.64;753.78;791.5;339.32;1782.31;232.43;719.28;60.89;58.47;63.31;16.83;223.21;29.81;54.27;71.48;65.37;77.59;0.78;424.67;75.28;41.39;281;266.48;295.53;5.38;1017.97;179.06;227.18;904.65;879.68;929.62;149.95;1924.22;307.76;832.05;1786.58;1748.39;1824.77;460.19;3273.26;470.75;1671.26;0.42;0.41;0.42;0.21;0.84;0.11;0.41
Satyrium ledereri;Satyrium ledereri (Boisduval, 1848);Lycaenidae;1;16.26;NA;NA;16.26;16.26;NA;16.26;16.79;NA;NA;16.79;16.79;NA;16.79;744.31;NA;NA;744.31;744.31;NA;744.31;145.16;NA;NA;145.16;145.16;NA;145.16;232.32;NA;NA;232.32;232.32;NA;232.32;673.64;NA;NA;673.64;673.64;NA;673.64;1608.24;NA;NA;1608.24;1608.24;NA;1608.24;2858.77;NA;NA;2858.77;2858.77;NA;2858.77;0.38;NA;NA;0.38;0.38;NA;0.38
Satyrium pruni;Satyrium pruni (Linnaeus, 1758);Lycaenidae;408;8.31;8.08;8.53;1.7;14.05;2.27;8.52;19.17;18.9;19.45;11.59;26.69;2.82;19.24;735.19;715.69;754.7;480.87;1682.89;200.41;667.27;50.98;49.12;52.84;16.83;132.2;19.11;48.93;36.13;33.23;39.02;0.97;189.42;29.75;27.14;187.14;177.55;196.72;5.38;541.93;98.47;184.09;748.68;729.13;768.22;149.95;1330.53;200.82;754.97;1539.92;1509.56;1570.28;460.19;2461.66;311.94;1546.76;0.42;0.41;0.43;0.22;0.81;0.1;0.42
Satyrium spini;Satyrium spini (Fabricius, 1787);Lycaenidae;483;10.22;9.94;10.51;0.85;18.41;3.21;9.77;18.34;18.11;18.57;9.98;23.91;2.57;18.21;787.42;764.13;810.71;260.25;1782.31;260.52;721.69;66.04;63.41;68.66;19.82;205.57;29.37;58.33;71.01;63.28;78.74;0.78;448.51;86.48;34.83;289.94;271.93;307.94;5.38;1087.91;201.4;226.85;925.34;894.37;956.3;111.96;2042.82;346.32;858.56;1818.96;1771.56;1866.36;372.71;3309.74;530.17;1724.58;0.42;0.41;0.43;0.15;0.84;0.12;0.4
Satyrium w-album;Satyrium w-album (Knoch, 1782);Lycaenidae;553;8.87;8.67;9.07;0.85;16.84;2.39;8.77;17.87;17.63;18.11;10;23.54;2.87;18.11;768.93;750.18;787.67;427.56;1922.21;224.39;713.97;53.12;51.21;55.03;16.83;183.66;22.88;49.19;45.91;42.5;49.33;0.78;318.55;40.86;32.51;203.36;193.62;213.11;2.25;776.02;116.66;190.23;760.6;740.91;780.28;111.96;1671.66;235.65;747.71;1557.67;1526.11;1589.24;372.71;2893.17;377.87;1525.91;0.43;0.42;0.44;0.21;0.81;0.11;0.42
Satyrus actaea;Satyrus actaea (Esper, 1780);Nymphalidae;73;11.69;11.12;12.26;3.58;17.49;2.45;12.05;16.44;16.14;16.73;13.28;19.17;1.27;16.41;724.27;675.02;773.51;260.25;1289.77;211.07;729.36;58.33;52.8;63.87;30.16;163.4;23.73;52.85;102.22;85.94;118.51;0.99;391.5;69.8;84.4;342.83;300.58;385.09;5.38;953.16;181.1;329.39;961.45;887;1035.89;166.78;1847.58;319.07;962.18;1927.6;1817.42;2037.78;609.5;3085.8;472.23;1971.71;0.37;0.35;0.39;0.15;0.59;0.09;0.39
Satyrus ferula;Satyrus ferula (Fabricius, 1793);Nymphalidae;144;10.54;9.96;11.13;0.85;17.63;3.55;11.32;17.42;17.14;17.69;14.82;22.14;1.68;17.23;935.74;893.3;978.19;436.46;1682.89;257.68;898.42;73.23;68.73;77.73;27.35;162.53;27.32;70.69;69.45;59.58;79.33;0.4;308.7;59.96;53.49;279.02;251.03;307;3.08;833.93;169.88;270.82;896.74;835.77;957.72;100.8;1857.7;370.16;937.6;1802.86;1704.61;1901.11;372.71;3176.24;596.46;1904.39;0.46;0.44;0.48;0.26;0.79;0.12;0.44
Scolitantides abencerragus;Scolitantides abencerragus (Pierret, 1837);Lycaenidae;27;14.85;14;15.71;9.33;17.91;2.16;15.6;16.12;15.08;17.16;9.98;19.38;2.63;17.03;593.84;531.23;656.46;372.21;1126.18;158.29;593.77;82.12;68.31;95.94;38.29;163.4;34.92;92.5;220.06;171.05;269.08;25.53;448.51;123.91;208.09;626.66;524.21;729.1;133.37;1064.24;258.97;642.96;1412.58;1271.35;1553.81;617.55;1967.07;357.01;1496.86;2562.46;2391.06;2733.87;1493.96;3159.29;433.29;2737.95;0.32;0.29;0.34;0.22;0.54;0.07;0.31
Scolitantides barbagiae;Scolitantides barbagiae (Prins & Poorten, 1982);Lycaenidae;1;13.63;NA;NA;13.63;13.63;NA;13.63;16.46;NA;NA;16.46;16.46;NA;16.46;798.8;NA;NA;798.8;798.8;NA;798.8;111.19;NA;NA;111.19;111.19;NA;111.19;133.59;NA;NA;133.59;133.59;NA;133.59;398.41;NA;NA;398.41;398.41;NA;398.41;1112.71;NA;NA;1112.71;1112.71;NA;1112.71;2214.56;NA;NA;2214.56;2214.56;NA;2214.56;0.41;NA;NA;0.41;0.41;NA;0.41
Scolitantides baton;Scolitantides baton (Bergsträsser, 1779);Lycaenidae;222;10.68;10.23;11.13;0.85;17.84;3.41;10.94;16.14;15.9;16.39;9.5;21.36;1.86;16.12;904.69;877.76;931.61;427.68;1564.51;203.59;885.13;66.85;62.6;71.09;16.83;205.57;32.11;61.5;93.86;82.52;105.19;0.78;419.28;85.7;64.47;317.34;290.64;344.03;5.38;1013.21;201.82;279.84;912.2;864.1;960.3;111.96;1847.97;363.66;909.93;1789.57;1715.37;1863.77;372.71;3118.35;560.97;1798.09;0.48;0.46;0.49;0.25;0.81;0.09;0.45
Scolitantides bavius;Scolitantides bavius (Eversmann, 1832);Lycaenidae;20;10.75;9.71;11.79;7.79;15.04;2.22;10.25;19.78;18.9;20.66;16.46;22.98;1.88;20.16;684.7;635.73;733.67;511.79;944.83;104.64;689.36;65.06;53.27;76.85;26.81;110.62;25.19;67.89;51.74;27.99;75.5;15.46;172.27;50.76;26.17;277.73;222.84;332.61;157.76;536.93;117.27;224.74;982.17;883.37;1080.97;744.23;1430.98;211.1;894.65;1937;1783.2;2090.8;1506.02;2598.43;328.61;1810.23;0.34;0.31;0.38;0.23;0.47;0.07;0.34
Scolitantides orion;Scolitantides orion (Pallas, 1771);Lycaenidae;260;8.98;8.64;9.32;0.85;15.89;2.78;9.08;19.42;19.14;19.71;13.37;26.02;2.33;19.55;796.79;763.56;830.02;363.79;1782.31;272.13;721.14;60.28;57.41;63.15;25.22;142.5;23.5;53.75;37.17;32.58;41.75;0.97;260.69;37.56;25.69;212.13;196.96;227.29;6.83;713.75;124.17;202.56;809.44;775.3;843.58;111.96;1573.63;279.54;805.16;1650.86;1595.41;1706.31;372.71;2788.97;454.05;1631.43;0.42;0.4;0.44;0.17;0.84;0.13;0.41
Scolitantides panoptes;Scolitantides panoptes (Hübner, 1813);Lycaenidae;41;13.97;13.22;14.71;9.33;17.72;2.35;14.2;16.31;15.59;17.04;9.98;19.17;2.31;17.15;598.63;544.41;652.84;372.21;1199.44;171.77;582.66;67.69;57.57;77.81;34.1;167.15;32.07;56.14;185.24;148.1;222.38;25.53;437.3;117.68;151.06;545.48;464.94;626.01;133.37;1033.83;255.15;504.38;1286.94;1170.29;1403.6;617.55;1937.66;369.58;1301.94;2388.31;2239.3;2537.32;1493.96;3148.39;472.08;2497.51;0.32;0.29;0.34;0.22;0.57;0.08;0.29
Scolitantides vicrama;Scolitantides vicrama (Moore, 1865);Lycaenidae;212;10.38;9.93;10.84;2.1;18.17;3.39;9.79;19.79;19.46;20.12;13.55;26.8;2.43;20.08;707.76;677.5;738.02;424.76;1682.89;223.52;644.54;68.75;64.37;73.12;25.22;183.66;32.3;60.2;67.96;56.16;79.76;2.48;378.86;87.17;29.03;299.19;272.01;326.37;19.51;930.13;200.75;238.36;994.54;947.43;1041.65;226.45;1927.8;347.97;924.12;1927.03;1856.1;1997.95;648.38;3273.26;523.86;1857.6;0.38;0.37;0.39;0.21;0.84;0.11;0.35
Spialia orbifer;Spialia orbifer (Hübner, 1823);Hesperiidae;129;12.1;11.62;12.58;5.41;18.17;2.77;12.09;19.18;18.81;19.55;14.84;23.91;2.15;19.44;710.83;674.8;746.87;436.85;1410.8;206.86;633.02;72.09;65.39;78.8;25.22;183.66;38.5;61.23;90.03;75.59;104.47;6.65;362.29;82.91;57;367.92;336.86;398.99;79.28;905.19;178.31;325.71;1134.47;1082.61;1186.32;487.34;1924.22;297.63;1138.45;2164.95;2087.42;2242.48;1093.76;3273.26;445.03;2173.85;0.35;0.34;0.37;0.21;0.61;0.09;0.34
Spialia phlomidis;Spialia phlomidis (Herrich-Schäffer, 1845);Hesperiidae;25;12.36;11.53;13.2;8.77;16.17;2.03;12.22;18.83;18.22;19.43;16.01;21.09;1.47;19.19;655.63;606.41;704.86;482.4;944.83;119.25;656.17;69.15;57.5;80.81;29.63;116.96;28.24;70.14;80.11;57.62;102.6;16.7;208.08;54.49;66.19;340.94;285.52;396.37;142.88;637.31;134.27;300.78;1105.49;1007.04;1203.95;730.9;1602.18;238.52;1049.85;2153.15;2008.48;2297.82;1618.39;2868.66;350.48;2066.6;0.32;0.3;0.34;0.24;0.39;0.05;0.32
Spialia sertorius;Spialia sertorius (Hoffmannsegg, 1804);Hesperiidae;380;10.44;10.1;10.77;0.85;18.35;3.36;10.12;16.96;16.74;17.17;9.79;21.74;2.14;17.1;849.15;823.6;874.71;407.97;1782.31;253.39;803.79;66.09;62.72;69.45;16.83;205.57;33.37;56.32;85.94;76.8;95.08;0.78;424.67;90.63;48.62;308.23;286.49;329.97;5.38;1017.97;215.57;245.89;914.43;877.7;951.16;111.96;2004.92;364.16;852.15;1793.65;1737.66;1849.63;372.71;3353.42;555.07;1715.09;0.45;0.44;0.46;0.24;0.84;0.12;0.44
Spialia therapne;Spialia therapne (Rambur, 1832);Hesperiidae;7;13.6;12.67;14.52;12.27;15.17;1;13.63;14.74;14;15.48;14.12;16.46;0.8;14.45;746.1;688.52;803.68;662.22;817.49;62.26;769.08;91.91;82.99;100.83;83.18;111.19;9.65;89.29;169.86;130.59;209.13;125.31;239.52;42.46;161.13;461.62;372.76;550.48;353.21;616.41;96.08;436.53;1147.45;1001.05;1293.85;951.36;1409.44;158.3;1112.71;2181.36;1973.38;2389.34;1888.21;2553.67;224.88;2214.56;0.41;0.39;0.43;0.38;0.44;0.02;0.41
Syrichtus cribrellum;Syrichtus cribrellum (Eversmann, 1841);Hesperiidae;7;8.73;8.16;9.31;7.79;9.74;0.62;8.79;21;20.33;21.66;19.9;21.93;0.72;21.17;676.46;641.09;711.83;608.15;715.34;38.24;675.75;65.61;50.78;80.43;30.84;77.27;16.03;68.45;20.88;17.65;24.12;15.46;26.03;3.5;21.18;213.92;193.28;234.56;175.94;237.38;22.32;220.88;856.28;800.98;911.58;744.23;913.15;59.79;882.96;1694.62;1600.49;1788.75;1506.02;1791.69;101.78;1741.66;0.4;0.35;0.45;0.3;0.44;0.05;0.41
Syrichtus proto;Syrichtus proto (Ochsenheimer, 1808);Hesperiidae;88;14.16;13.66;14.66;8.68;18.35;2.35;14.37;16.36;15.89;16.82;9.98;21.3;2.19;16.73;678.9;639.51;718.3;407.97;1267.21;185.92;625.53;84.03;76.12;91.95;27.23;194.4;37.37;84.27;181.95;156.94;206.97;25.53;450.89;118.06;152.06;539.56;486.21;592.9;115.39;1064.24;251.78;504.12;1317.16;1241.1;1393.21;547.07;2004.92;358.96;1330.31;2424.56;2325.88;2523.24;1303.63;3353.42;465.74;2498.14;0.36;0.34;0.37;0.24;0.55;0.08;0.35
Syrichtus tessellum;Syrichtus tessellum (Hübner, 1803);Hesperiidae;22;12.04;11.18;12.89;7.79;14.67;1.93;12.45;19.66;19.25;20.06;17.3;21.09;0.91;19.8;619.44;566.54;672.33;475.8;899.89;119.29;579.41;54.08;44.48;63.69;32.91;96.86;21.66;43.64;66.3;49.96;82.64;18.63;138.08;36.85;63.33;326.12;278.02;374.22;142.88;476.13;108.48;334.46;1095.24;999.44;1191.04;730.9;1400.36;216.08;1132.77;2139.15;1989.53;2288.77;1506.02;2612.26;337.45;2206.44;0.31;0.28;0.34;0.24;0.44;0.06;0.29
Tarucus balkanicus;Tarucus balkanicus (Freyer, 1843);Lycaenidae;19;12.25;11.35;13.15;8.77;15.39;1.86;12.24;19.46;18.6;20.33;15.44;22.27;1.8;19.7;721;585.86;856.14;436.85;1410.8;280.39;620.04;69.82;42.94;96.7;26.81;194.4;55.77;38.02;76.67;49.98;103.36;16.7;213.9;55.38;54.48;347.66;288.93;406.39;179.32;592.9;121.85;360.7;1122.43;1026.08;1218.79;789.57;1443.79;199.91;1162.76;2173.31;2032.61;2314.01;1635.28;2601.06;291.91;2239.45;0.33;0.28;0.39;0.21;0.54;0.11;0.29
Tarucus theophrastus;Tarucus theophrastus (Fabricius, 1793);Lycaenidae;4;16.35;14.45;18.25;15.25;17.49;1.2;16.33;15.15;13.54;16.76;14.11;16.24;1.01;15.12;352.56;222.02;483.09;260.25;454.73;82.03;347.63;42.08;24.49;59.66;31.51;56.91;11.05;39.94;305.62;169.59;441.65;223.97;391.5;85.49;303.5;791.81;531.44;1052.19;642.96;953.16;163.63;785.57;1643.34;1300.96;1985.72;1456.74;1847.58;215.17;1634.52;2850.31;2455.97;3244.65;2632.72;3085.8;247.82;2841.36;0.2;0.13;0.28;0.15;0.26;0.05;0.21
Thecla betulae;Thecla betulae (Linnaeus, 1758);Lycaenidae;628;8.62;8.44;8.8;0.85;15.96;2.31;8.71;18.21;17.97;18.45;8.58;25.03;3.1;18.37;779.66;760.52;798.81;465.31;2507.04;244.37;711.62;53.5;51.79;55.21;16.83;174.86;21.83;51.02;41.5;38.81;44.2;0.78;218.54;34.4;29.86;196.03;187.81;204.25;6.83;660.75;104.91;190.46;748.75;731.44;766.05;111.96;1585.34;220.84;748.02;1536.82;1509;1564.63;372.71;2808.87;354.9;1526.77;0.44;0.43;0.44;0.22;0.84;0.11;0.43
Thymelicus acteon;Thymelicus acteon (Rottemburg, 1775);Hesperiidae;496;11.31;11.03;11.6;0.85;18.41;3.23;10.77;17.18;16.95;17.41;9.98;23.91;2.58;17.21;763.51;744.26;782.76;407.97;1762.13;218.23;732.71;67.51;64.39;70.62;16.83;223.21;35.32;57.68;104.7;95.62;113.78;0.78;448.51;102.89;59.77;359.33;339.06;379.61;6.83;1087.91;229.82;277.95;1024.71;992.07;1057.35;111.96;2042.82;369.95;928.1;1959.44;1911.26;2007.63;372.71;3353.42;546.21;1845.64;0.41;0.4;0.42;0.22;0.79;0.1;0.4
